Title,Price_Raw,Price_PKR,Size_Raw,Size_Marla,Listing_URL,City,Property_Type,Bedrooms,Bathrooms,Location
18 Marla House For Sale Paris Road Puran Nagar Sialkot,17.0 Crore,170000000.0,18.0 Marla,18.0,https://www.zameen.com/Property/sialkot_cantt_18_marla_house_for_sale_paris_road_puran_nagar_sialkot-54602891-482-1.html,Sialkot,House,5.0,4.0,"Cantt, Sialkot, Punjab"
5 Marla Modern Quality Construction House Available for Sale !,2.5 Crore,25000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/sialkot_citi_housing_society_-_block_b_5_marla_modern_quality_construction_house_available_for_sale-53811281-14601-1.html,Sialkot,House,,,
10 Marla Modern House Quality Construction Available For Sale !,4.5 Crore,45000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/sialkot_citi_housing_society_10_marla_modern_house_quality_construction_available_for_sale-53881249-8221-1.html,Sialkot,House,5.0,6.0,"Citi Housing Society, Sialkot, Punjab"
5 Marla Brand New Facing Park B Block House For Sale !,2.45 Crore,24500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/sialkot_citi_housing_society_-_block_b_5_marla_brand_new_facing_park_b_block_house_for_sale-54151375-14601-1.html,Sialkot,House,4.0,5.0,"Citi Housing Society, Sialkot, Punjab"
5 Marla Brand New House For Sale AA-Extension,1.75 Crore,17500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/sialkot_citi_housing_society_5_marla_brand_new_house_for_sale_aa-extension-52510632-8221-1.html,Sialkot,House,4.0,4.0,"Citi Housing Society, Sialkot, Punjab"
B-Block Brand New House For Sale On Prime Location,2.4 Crore,24000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/sialkot_citi_housing_society_b-block_brand_new_house_for_sale_on_prime_location-52937940-8221-1.html,Sialkot,House,4.0,5.0,"Citi Housing Society, Sialkot, Punjab"
A-Ext 5 Marla Brand New House For Sale Prime Location,2.1 Crore,21000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/sialkot_citi_housing_society_a-ext_5_marla_brand_new_house_for_sale_prime_location-52913739-8221-1.html,Sialkot,House,4.0,4.0,"Citi Housing Society, Sialkot, Punjab"
10 Marla Double Story House for Sale Prime Location,5.0 Crore,50000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/ghalib_road_diamond_city_10_marla_double_story_house_for_sale_prime_location-54564560-16537-1.html,Sialkot,House,5.0,5.0,"Ghalib Road, Sialkot, Punjab"
5 Marla New House Available For Sale,2.3 Crore,23000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/citi_housing_society_citi_housing_society_-_block_a_extension_5_marla_new_house_available_for_sale-54353346-16889-1.html,Sialkot,House,4.0,4.0,"Citi Housing Society, Sialkot, Punjab"
10 Marla Beautiful House For Sale,4.3 Crore,43000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/citi_housing_society_citi_housing_society_-_block_g_10_marla_beautiful_house_for_sale-54464089-14608-1.html,Sialkot,House,5.0,6.0,"Citi Housing Society, Sialkot, Punjab"
"1.5 Marla New Double Storey HOUSE With SHOP At JINNAH TOWN Near Model Town, Capital Road 4",68.0 Lakh,6800000.0,1.5 Marla,1.5,https://www.zameen.com/Property/sialkot_capital_road_1_5_marla_new_double_storey_house_with_shop_at_jinnah_town_near_model_town_capital_road_4-50550389-21145-1.html,Sialkot,House,3.0,2.0,"Capital Road, Sialkot, Punjab"
"3.5 Marla New Beautiful House At RIZWAN TOWN, BOOTA ROAD, Near Model Town, Capital Road 4 Sale",1.35 Crore,13500000.0,3.5 Marla,3.5,https://www.zameen.com/Property/sialkot_dinpura_3_5_marla_new_beautiful_house_at_rizwan_town_boota_road_near_model_town_capital_road_4_sale-47305861-6265-1.html,Sialkot,House,4.0,3.0,"Dinpura, Sialkot, Punjab"
"5 Marla New Double Storey Beautiful House Besides MB Villas, BOOTA ROAD, Street # 7 At Near Kashmir Road 4 Sale",1.85 Crore,18500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/kashmir_road_mb_villas_5_marla_new_double_storey_beautiful_house_besides_mb_villas_boota_road_street_7_at_near_kashmir_road_4_sale-50550559-13374-1.html,Sialkot,House,4.0,3.0,"Kashmir Road, Sialkot, Punjab"
10 Marla House For sale In Rs. 85000000 Only,8.5 Crore,85000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/sialkot_askari_2_10_marla_house_for_sale_in_rs_85000000_only-54479981-1334-1.html,Sialkot,House,8.0,3.0,"Askari 2, Sialkot, Punjab"
"1.5 Marla New Double Storey Beautiful House At DEENPURA Near Model Town, Capital Road 4 Sale",48.0 Lakh,4800000.0,1.5 Marla,1.5,https://www.zameen.com/Property/sialkot_dinpura_1_5_marla_new_double_storey_beautiful_house_at_deenpura_near_model_town_capital_road_4_sale-50550619-6265-1.html,Sialkot,House,3.0,2.0,"Dinpura, Sialkot, Punjab"
Luxury House Available For Sale,3.75 Crore,37500000.0,10.0 Marla,10.0,https://www.zameen.com/Property/citi_housing_society_citi_housing_society_-_block_a_extension_luxury_house_available_for_sale-52328213-16889-1.html,Sialkot,House,5.0,5.0,"Citi Housing Society, Sialkot, Punjab"
(Direct Owner) 5 Marla Brand New House Available For Sale,2.05 Crore,20500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/citi_housing_society_citi_housing_society_-_block_a_extension_direct_owner_5_marla_brand_new_house_available_for_sale-54277762-16889-1.html,Sialkot,House,3.0,4.0,"Citi Housing Society, Sialkot, Punjab"
5 Marla Modern House At 75 Feet Street Available.,2.35 Crore,23500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/citi_housing_society_citi_housing_society_-_block_a_extension_5_marla_modern_house_at_75_feet_street_available-54495512-16889-1.html,Sialkot,House,3.0,4.0,"Citi Housing Society, Sialkot, Punjab"
Brand New Five Marla House Available For Sale In Citi Housing Societies Sialkot,1.75 Crore,17500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/citi_housing_society_citi_housing_society_-_block_a_extension_brand_new_five_marla_house_available_for_sale_in_citi_housing_societies_sialkot-53938155-16889-1.html,Sialkot,House,3.0,4.0,"Citi Housing Society, Sialkot, Punjab"
10 Marla Quality Construction House For Sale in B Block Citi Housing!,5.0 Crore,50000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/sialkot_citi_housing_society_10_marla_quality_construction_house_for_sale_in_b_block_citi_housing-54587125-8221-1.html,Sialkot,House,6.0,6.0,"Citi Housing Society, Sialkot, Punjab"
Brand New 5 Marla Ultra Modern House for Sale in Prime Location,2.5 Crore,25000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/sialkot_citi_housing_society_brand_new_5_marla_ultra_modern_house_for_sale_in_prime_location-54494998-8221-1.html,Sialkot,House,5.0,4.0,"Citi Housing Society, Sialkot, Punjab"
10 Marla Luxury Pair House Available For Sale In A Extension Citi Housing Sialkot,4.75 Crore,47500000.0,10.0 Marla,10.0,https://www.zameen.com/Property/sialkot_citi_housing_society_10_marla_luxury_pair_house_available_for_sale_in_a_extension_citi_housing_sialkot-54583758-8221-1.html,Sialkot,House,5.0,6.0,"Citi Housing Society, Sialkot, Punjab"
10 Marla House For Sale,3.0 Crore,30000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/sialkot_fateh_garh_town_10_marla_house_for_sale-52671907-6267-1.html,Sialkot,House,10.0,7.0,"Fateh Garh Town, Sialkot, Punjab"
B-Extension 5 Marla Double Heighted House.,2.5 Crore,25000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/sialkot_citi_housing_society_b-extension_5_marla_double_heighted_house-54161034-8221-1.html,Sialkot,House,4.0,4.0,"Citi Housing Society, Sialkot, Punjab"
5 Marla Double Heighted Luxury House For Sale A-Extension.,2.0 Crore,20000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/sialkot_citi_housing_society_5_marla_double_heighted_luxury_house_for_sale_a-extension-52875872-8221-1.html,Sialkot,House,4.0,4.0,"Citi Housing Society, Sialkot, Punjab"
AA-Ext 5 Marla Brand New House For Sale (Facing Park),1.75 Crore,17500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/sialkot_citi_housing_society_aa-ext_5_marla_brand_new_house_for_sale_facing_park-52705486-8221-1.html,Sialkot,House,4.0,4.0,"Citi Housing Society, Sialkot, Punjab"
A-Ext 5 Marla Double Heighted House For Sale,2.0 Crore,20000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/sialkot_citi_housing_society_a-ext_5_marla_double_heighted_house_for_sale-54160830-8221-1.html,Sialkot,House,3.0,4.0,"Citi Housing Society, Sialkot, Punjab"
10 Marla Brand New Modern House For Sale ( A-Extension ).,3.8 Crore,38000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/sialkot_citi_housing_society_10_marla_brand_new_modern_house_for_sale_a-extension-54160065-8221-1.html,Sialkot,House,5.0,5.0,"Citi Housing Society, Sialkot, Punjab"
F Block 10 Marla Brand New House | 10KW Solar | Green Meter | Furnished Option,3.99 Crore,39900000.0,10.0 Marla,10.0,https://www.zameen.com/Property/sialkot_citi_housing_society_f_block_10_marla_brand_new_house_10kw_solar_green_meter_furnished_option-54573345-8221-1.html,Sialkot,House,5.0,5.0,"Citi Housing Society, Sialkot, Punjab"
A-Ext 10 Marla Brand New House For Sale,4.8 Crore,48000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/sialkot_citi_housing_society_a-ext_10_marla_brand_new_house_for_sale-54636946-8221-1.html,Sialkot,House,5.0,5.0,"Citi Housing Society, Sialkot, Punjab"
AA-Ext 5 Marla Double Heighted House For Sale,1.95 Crore,19500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/sialkot_citi_housing_society_aa-ext_5_marla_double_heighted_house_for_sale-54637192-8221-1.html,Sialkot,House,4.0,4.0,"Citi Housing Society, Sialkot, Punjab"
B-Extension 5 Marla House For Sale,2.1 Crore,21000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/sialkot_citi_housing_society_b-extension_5_marla_house_for_sale-54640470-8221-1.html,Sialkot,House,4.0,4.0,"Citi Housing Society, Sialkot, Punjab"
10 Marla Luxury House For Sale In A-Extension,4.5 Crore,45000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/sialkot_citi_housing_society_10_marla_luxury_house_for_sale_in_a-extension-54160455-8221-1.html,Sialkot,House,5.0,5.0,"Citi Housing Society, Sialkot, Punjab"
10 M Most Luxurious Double Heights House For Sale In Citi Housing Sialkot,5.5 Crore,55000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/citi_housing_society_citi_housing_society_-_aa_extension_10_m_most_luxurious_double_heights_house_for_sale_in_citi_housing_sialkot-53486695-22035-1.html,Sialkot,House,5.0,6.0,"Citi Housing Society, Sialkot, Punjab"
5 Marla BrandNew House Available For Sale,1.68 Crore,16800000.0,5.0 Marla,5.0,https://www.zameen.com/Property/citi_housing_society_citi_housing_society_-_block_a_extension_5_marla_brandnew_house_available_for_sale-54464069-16889-1.html,Sialkot,House,4.0,4.0,"Citi Housing Society, Sialkot, Punjab"
1 Kanal Brand New House For Sale,8.95 Crore,89500000.0,1.0 Kanal,20.0,https://www.zameen.com/Property/sialkot_citi_housing_society_1_kanal_brand_new_house_for_sale-50388213-8221-1.html,Sialkot,House,6.0,6.0,"Citi Housing Society, Sialkot, Punjab"
10 Marla House For Sale B Block Citi Housing Sialkot,4.99 Crore,49900000.0,10.0 Marla,10.0,https://www.zameen.com/Property/sialkot_citi_housing_society_-_block_b_10_marla_house_for_sale_b_block_citi_housing_sialkot-54131601-14601-1.html,Sialkot,House,5.0,6.0,"Citi Housing Society, Sialkot, Punjab"
4.23 Marla House For Sale Near V Mall,1.7 Crore,17000000.0,4.2 Marla,4.2,https://www.zameen.com/Property/sialkot_bilal_town_4_23_marla_house_for_sale_near_v_mall-54596567-21972-1.html,Sialkot,House,3.0,4.0,"Bilal Town, Sialkot, Punjab"
6 Marla Beautiful House For Sale In Diamond City Near Cantt,2.7 Crore,27000000.0,6.0 Marla,6.0,https://www.zameen.com/Property/ghalib_road_diamond_city_6_marla_beautiful_house_for_sale_in_diamond_city_near_cantt-54158197-16537-1.html,Sialkot,House,4.0,5.0,"Ghalib Road, Sialkot, Punjab"
5.5 Marla Ultra Modern House For Sale In Kent Housing Sialkot,3.1 Crore,31000000.0,6.0 Marla,6.0,https://www.zameen.com/Property/chenab_rangers_road_kent_housing_scheme_5_5_marla_ultra_modern_house_for_sale_in_kent_housing_sialkot-54484096-14370-1.html,Sialkot,House,4.0,5.0,"Chenab Rangers Road, Sialkot, Punjab"
Five Marla House Available For Sale In Citi Housing Sialkot,1.65 Crore,16500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/citi_housing_society_citi_housing_society_-_block_f_five_marla_house_available_for_sale_in_citi_housing_sialkot-53935049-14605-1.html,Sialkot,House,4.0,3.0,"Citi Housing Society, Sialkot, Punjab"
Five Marla Brand New House Available For Sale In Citi Housing Sialkot,1.8 Crore,18000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/citi_housing_society_citi_housing_society_-_block_a_extension_five_marla_brand_new_house_available_for_sale_in_citi_housing_sialkot-53549148-16889-1.html,Sialkot,House,3.0,4.0,"Citi Housing Society, Sialkot, Punjab"
Ten Marla House For Sale In Citi Housing Sialkot A Block,3.1 Crore,31000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/citi_housing_society_citi_housing_society_-_block_a_ten_marla_house_for_sale_in_citi_housing_sialkot_a_block-54411880-14600-1.html,Sialkot,House,5.0,6.0,"Citi Housing Society, Sialkot, Punjab"
House For Sale 10 Marla | Street #10,5.5 Crore,55000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/sialkot_mag_town_house_for_sale_10_marla_street_10-54547791-6285-1.html,Sialkot,House,5.0,5.0,"Mag Town, Sialkot, Punjab"
Beautiful Double Storey Big House Available For Sale In Diamond City Kent Block,4.3 Crore,43000000.0,9.0 Marla,9.0,https://www.zameen.com/Property/ghalib_road_diamond_city_beautiful_double_storey_big_house_available_for_sale_in_diamond_city_kent_block-54337184-16537-1.html,Sialkot,House,5.0,5.0,"Ghalib Road, Sialkot, Punjab"
House For Sale At Diamond City Sialkot,3.1 Crore,31000000.0,6.0 Marla,6.0,https://www.zameen.com/Property/ghalib_road_diamond_city_house_for_sale_at_diamond_city_sialkot-54605543-16537-1.html,Sialkot,House,4.0,5.0,"Ghalib Road, Sialkot, Punjab"
House For Sale At Diamond City Sialkot,4.85 Crore,48500000.0,10.0 Marla,10.0,https://www.zameen.com/Property/ghalib_road_diamond_city_house_for_sale_at_diamond_city_sialkot-54596697-16537-1.html,Sialkot,House,5.0,5.0,"Ghalib Road, Sialkot, Punjab"
House For Sale At Diamond City Sialkot,4.1 Crore,41000000.0,9.0 Marla,9.0,https://www.zameen.com/Property/ghalib_road_diamond_city_house_for_sale_at_diamond_city_sialkot-54596725-16537-1.html,Sialkot,House,5.0,6.0,"Ghalib Road, Sialkot, Punjab"
House For Sale At Near Capital Road Sialkot,1.65 Crore,16500000.0,3.0 Marla,3.0,https://www.zameen.com/Property/sialkot_capital_road_house_for_sale_at_near_capital_road_sialkot-54596872-21145-1.html,Sialkot,House,3.0,4.0,"Capital Road, Sialkot, Punjab"
5 Marla House Available For Sale In B Block,2.45 Crore,24500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/sialkot_citi_housing_society_5_marla_house_available_for_sale_in_b_block-54642363-8221-1.html,Sialkot,House,4.0,4.0,"Citi Housing Society, Sialkot, Punjab"
AA-Extension 5 Marla House For Sale Near Main Road,2.4 Crore,24000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/sialkot_citi_housing_society_aa-extension_5_marla_house_for_sale_near_main_road-54655725-8221-1.html,Sialkot,House,4.0,4.0,"Citi Housing Society, Sialkot, Punjab"
AA-Extension 10 Marla Victoria Luxury House For Sale,5.5 Crore,55000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/sialkot_citi_housing_society_aa-extension_10_marla_victoria_luxury_house_for_sale-54665938-8221-1.html,Sialkot,House,5.0,6.0,"Citi Housing Society, Sialkot, Punjab"
In Citi Housing Society 5 Marla House For Sale,2.1 Crore,21000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/sialkot_citi_housing_society_in_citi_housing_society_5_marla_house_for_sale-51666991-8221-1.html,Sialkot,House,4.0,4.0,"Citi Housing Society, Sialkot, Punjab"
5 Marla House For Sale In Citi Housing Sialkot,1.8 Crore,18000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/sialkot_citi_housing_society_5_marla_house_for_sale_in_citi_housing_sialkot-53738006-8221-1.html,Sialkot,House,4.0,5.0,"Citi Housing Society, Sialkot, Punjab"
"5 Marla Beautiful House For Sale in A Extension, Citi Housing Sialkot",1.67 Crore,16700000.0,5.0 Marla,5.0,https://www.zameen.com/Property/sialkot_citi_housing_society_5_marla_beautiful_house_for_sale_in_a_extension_citi_housing_sialkot-53738042-8221-1.html,Sialkot,House,4.0,5.0,"Citi Housing Society, Sialkot, Punjab"
"5 Marla Designer House For Sale In B Block, Citi Housing Sialkot",2.4 Crore,24000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/sialkot_citi_housing_society_-_block_b_5_marla_designer_house_for_sale_in_b_block_citi_housing_sialkot-53738080-14601-1.html,Sialkot,House,4.0,5.0,"Citi Housing Society, Sialkot, Punjab"
5 Marla Modern House Is Available For Sale,2.4 Crore,24000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/sialkot_citi_housing_society_-_block_b_5_marla_modern_house_is_available_for_sale-53874534-14601-1.html,Sialkot,House,4.0,4.0,"Citi Housing Society, Sialkot, Punjab"
House For Sale At Near Capital Road Sialkot,1.6 Crore,16000000.0,3.0 Marla,3.0,https://www.zameen.com/Property/sialkot_capital_road_house_for_sale_at_near_capital_road_sialkot-54596772-21145-1.html,Sialkot,House,3.0,4.0,"Capital Road, Sialkot, Punjab"
5 Marla House In Citi Housing @ Investor Price,1.6 Crore,16000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/sialkot_citi_housing_society_5_marla_house_in_citi_housing_investor_price-54602137-8221-1.html,Sialkot,House,3.0,4.0,"Citi Housing Society, Sialkot, Punjab"
"10 Marla Fully Furnished Ultra-Modern Double Height House For Sale In City Housing, Sialkot Prime Location",4.5 Crore,45000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/sialkot_citi_housing_society_10_marla_fully_furnished_ultra-modern_double_height_house_for_sale_in_city_housing_sialkot_prime_location-54579974-8221-1.html,Sialkot,House,,,"Citi Housing Society, Sialkot, Punjab"
5 Marla Modern House for Sale Fully Tiled Front,2.45 Crore,24500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/sialkot_citi_housing_society_5_marla_modern_house_for_sale_fully_tiled_front-54582867-8221-1.html,Sialkot,House,4.0,5.0,"Citi Housing Society, Sialkot, Punjab"
Urgent Sale 6 Marla House,2.6 Crore,26000000.0,6.0 Marla,6.0,https://www.zameen.com/Property/ghalib_road_diamond_city_urgent_sale_6_marla_house-54572594-16537-1.html,Sialkot,House,4.0,5.0,"Ghalib Road, Sialkot, Punjab"
Premium House Available For Sale,5.5 Crore,55000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/chenab_rangers_road_kent_housing_scheme_premium_house_available_for_sale-54572842-14370-1.html,Sialkot,House,5.0,6.0,"Chenab Rangers Road, Sialkot, Punjab"
Brand New 6 Marla House For Sale,3.7 Crore,37000000.0,6.0 Marla,6.0,https://www.zameen.com/Property/wazirabad_road_city_villas_brand_new_6_marla_house_for_sale-54588401-13357-1.html,Sialkot,House,5.0,5.0,"Wazirabad Road, Sialkot, Punjab"
Facing park brand new 6 Marla house for sale,4.0 Crore,40000000.0,6.0 Marla,6.0,https://www.zameen.com/Property/wazirabad_road_city_villas_facing_park_brand_new_6_marla_house_for_sale-54594319-13357-1.html,Sialkot,House,4.0,5.0,"Wazirabad Road, Sialkot, Punjab"
Gulshan Town House For Sale In Street No :3,6.1 Crore,61000000.0,14.0 Marla,14.0,https://www.zameen.com/Property/sialkot_capital_road_gulshan_town_house_for_sale_in_street_no_3-54595969-21145-1.html,Sialkot,House,6.0,6.0,"Capital Road, Sialkot, Punjab"
Ultra Modern House For Sale In Kent Housing,3.0 Crore,30000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/sialkot_chenab_rangers_road_ultra_modern_house_for_sale_in_kent_housing-54603315-6259-1.html,Sialkot,House,4.0,4.0,"Chenab Rangers Road, Sialkot, Punjab"
Heat of Sialkot * Sambrial* Best of the Best Location 3 Bed House at for Sale,25.0 Lakh,2500000.0,3.0 Marla,3.0,https://www.zameen.com/Property/sialkot_sambrial_heat_of_sialkot_sambrial_best_of_the_best_location_3_bed_house_at_for_sale-54521274-940-1.html,Sialkot,House,3.0,4.0,"Sambrial, Sialkot, Punjab"
"10 Marla House For Sale In A Extension - Citi Housing Society, Sialkot",4.23 Crore,42300000.00000001,10.0 Marla,10.0,https://www.zameen.com/Property/citi_housing_society_citi_housing_society_-_block_a_extension_10_marla_house_for_sale_in_a_extension_-_citi_housing_society_sialkot-54514044-16889-1.html,Sialkot,House,5.0,6.0,"Citi Housing Society, Sialkot, Punjab"
5 Marla House Is Available For Sale Very Good And Hot Location,2.45 Crore,24500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/sialkot_citi_housing_society_5_marla_house_is_available_for_sale_very_good_and_hot_location-54631990-8221-1.html,Sialkot,House,4.0,4.0,"Citi Housing Society, Sialkot, Punjab"
5 Marla Brand New Modern House For Sale | 4 Master Bedrooms | Attached Baths | Car Porch,2.5 Crore,25000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/sialkot_citi_housing_society_5_marla_brand_new_modern_house_for_sale_4_master_bedrooms_attached_baths_car_porch-54473788-8221-1.html,Sialkot,House,4.0,4.0,"Citi Housing Society, Sialkot, Punjab"
5 Marla Modern House for Sale | 4 Bedrooms | Semi-Furnished Master Bedroom | Prime Location,2.4 Crore,24000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/sialkot_citi_housing_society_5_marla_modern_house_for_sale_4_bedrooms_semi-furnished_master_bedroom_prime_location-54506375-8221-1.html,Sialkot,House,4.0,5.0,"Citi Housing Society, Sialkot, Punjab"
Corner Brand New House For Sale,3.3 Crore,33000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/wazirabad_road_city_villas_corner_brand_new_house_for_sale-54588345-13357-1.html,Sialkot,House,4.0,4.0,"Wazirabad Road, Sialkot, Punjab"
F Block 10 Marla Brand New House for Sale | 10KW Solar | Green Meter | Furnished Option,4.1 Crore,41000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/sialkot_citi_housing_society_f_block_10_marla_brand_new_house_for_sale_10kw_solar_green_meter_furnished_option-54573318-8221-1.html,Sialkot,House,5.0,5.0,"Citi Housing Society, Sialkot, Punjab"
Designer House For Sale In Kent Housing Main Boulevard,11.8 Crore,118000000.0,1.3 Kanal,26.0,https://www.zameen.com/Property/chenab_rangers_road_kent_housing_scheme_designer_house_for_sale_in_kent_housing_main_boulevard-54269838-14370-1.html,Sialkot,House,6.0,7.0,"Chenab Rangers Road, Sialkot, Punjab"
"5 Marla House For Sale in A Extension, Citi Housing Sialkot",1.95 Crore,19500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/citi_housing_society_citi_housing_society_-_block_a_extension_5_marla_house_for_sale_in_a_extension_citi_housing_sialkot-54514168-16889-1.html,Sialkot,House,4.0,5.0,"Citi Housing Society, Sialkot, Punjab"
33 Marla House For Sale Main Zafar Ali Road Double Barrier Cantt Sialkot,33.0 Crore,330000000.0,1.6 Kanal,32.0,https://www.zameen.com/Property/sialkot_cantt_33_marla_house_for_sale_main_zafar_ali_road_double_barrier_cantt_sialkot-54683898-482-1.html,Sialkot,House,6.0,6.0,"Cantt, Sialkot, Punjab"
House Double Storey Fazal Qadar Road Link,13.0 Crore,130000000.0,16.0 Marla,16.0,https://www.zameen.com/Property/sialkot_cantt_house_double_storey_fazal_qadar_road_link-54692363-482-1.html,Sialkot,House,,,"Cantt, Sialkot, Punjab"
6 Marla House Main Khawaja Safdar Road Cantt,7.5 Crore,75000000.0,6.0 Marla,6.0,https://www.zameen.com/Property/sialkot_cantt_6_marla_house_main_khawaja_safdar_road_cantt-54692194-482-1.html,Sialkot,House,4.0,4.0,"Cantt, Sialkot, Punjab"
86 Marla House Cantt Road Near Khawaja Safdar Medical Collage,22.0 Crore,220000000.0,4.3 Kanal,86.0,https://www.zameen.com/Property/sialkot_cantt_road_86_marla_house_cantt_road_near_khawaja_safdar_medical_collage-54692091-6256-1.html,Sialkot,House,,,"Cantt Road, Sialkot, Punjab"
Luxury 5 Marla House for Sale Citi Housing Society Sialkot,1.99 Crore,19900000.0,5.0 Marla,5.0,https://www.zameen.com/Property/citi_housing_society_citi_housing_society_-_block_a_extension_luxury_5_marla_house_for_sale_citi_housing_society_sialkot-54632539-16889-1.html,Sialkot,House,4.0,4.0,"Citi Housing Society, Sialkot, Punjab"
Luxury 5 Marla House for Sale in Citi Housing Society Sialkot | Prime Location,1.95 Crore,19500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/citi_housing_society_citi_housing_society_-_block_a_extension_luxury_5_marla_house_for_sale_in_citi_housing_society_sialkot_prime_location-54677247-16889-1.html,Sialkot,House,4.0,5.0,"Citi Housing Society, Sialkot, Punjab"
4.50 Marla Very Nice Location Corner House Double Storey. Beautiful House.,4.5 Crore,45000000.0,4.0 Marla,4.0,https://www.zameen.com/Property/sialkot_cantt_4_50_marla_very_nice_location_corner_house_double_storey_beautiful_house-53676369-482-1.html,Sialkot,House,7.0,6.0,"Cantt, Sialkot, Punjab"
10 Marla Building Very Good Main Road Sialkot,6.5 Crore,65000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/sialkot_mag_town_10_marla_building_very_good_main_road_sialkot-53929457-6285-1.html,Sialkot,House,5.0,6.0,"Mag Town, Sialkot, Punjab"
5 Marla House for Sale,1.35 Crore,13500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/sialkot_buttar_5_marla_house_for_sale-54676301-6255-1.html,Sialkot,House,5.0,4.0,"Buttar, Sialkot, Punjab"
22.67 Marla House In Cantt For Sale,24.0 Crore,240000000.0,1.1 Kanal,22.0,https://www.zameen.com/Property/sialkot_cantt_22_67_marla_house_in_cantt_for_sale-54213576-482-1.html,Sialkot,House,5.0,7.0,"Cantt, Sialkot, Punjab"
5 Marla Modern Quality Construction House For Sale !,2.35 Crore,23500000.0,6.0 Marla,6.0,https://www.zameen.com/Property/sialkot_citi_housing_society_5_marla_modern_quality_construction_house_for_sale-54464040-8221-1.html,Sialkot,House,4.0,5.0,"Citi Housing Society, Sialkot, Punjab"
6 Marla Modern House For Sale In Kent Housing C Block | 4 Bedrooms | 5 Baths | Prime Location,2.75 Crore,27500000.0,6.0 Marla,6.0,https://www.zameen.com/Property/chenab_rangers_road_kent_housing_scheme_6_marla_modern_house_for_sale_in_kent_housing_c_block_4_bedrooms_5_baths_prime_location-53856236-14370-1.html,Sialkot,House,4.0,5.0,"Chenab Rangers Road, Sialkot, Punjab"
Prime 6 Marla House for Sale in Diamond City E Block Best Location | Khan Property Advisors,2.45 Crore,24500000.0,6.0 Marla,6.0,https://www.zameen.com/Property/ghalib_road_diamond_city_prime_6_marla_house_for_sale_in_diamond_city_e_block_best_location_khan_property_advisors-54091680-16537-1.html,Sialkot,House,4.0,5.0,"Ghalib Road, Sialkot, Punjab"
6 Marla House for Sale in Diamond City E Block Prime Investment Opportunity | Khan Property Advisors,2.55 Crore,25500000.0,6.0 Marla,6.0,https://www.zameen.com/Property/ghalib_road_diamond_city_6_marla_house_for_sale_in_diamond_city_e_block_prime_investment_opportunity_khan_property_advisors-54094529-16537-1.html,Sialkot,House,4.0,5.0,"Ghalib Road, Sialkot, Punjab"
